resp_id,date,Agree,Citizenship,age,agegroup,agegroup5,gender,educ,educ5,religiosity,v9,v10,v11,v12,v700,v15,v16,v17,Attention,v19,v701,v20,v702,v21,v36,v703,v708,v18,v704,v27,v28,v29,v30,v31,v33,v35,v45,v52A,v50,v51,v622A,v622B,v622C,v623,v91,v104,v706,v111,v612,v613_1,v613_2,v613_3,v613_4,v613_5,v613_6,v613_7,v613_8,v613_9,v613_10,v613_30,v614_1,v614_2,v614_3,v614_4,v614_5,v614_6,v614_7,v614_8,v110,v710,v119,v120,v121,v122,v123,v125,v126,v127,v128,v129,v130,v400,v401,v402,v403,v409,v410,v411_1,v411_2,v411_3,v411_4,v411_5,v411_6,v411_7,v411_8,v411_9,v411_10,v411_11,v412,v413_1,v413_2,v413_3,v413_4,v413_5,v413_6,v415,v416,v417,v418,v132,v133,v143,v131,v513,v134,v139,sector,DEVICE_TYPE,SURVEY_MODE,w_jews,w_arabs,w_sample,District_CBS
297859,01/04/2025,1,1,,7,5,2,8,4,5,5,3,5,2,1,4,3,1,2,1,1,4,3,4,4,4,10,10,5,,,,,,1,1,1,0,2,9,0,9,3,8,1,8,9,7,5,1,1,,1,1,,,,,,,1,,,,,,,,5,1,4,4,1,4,4,1,1,3,2,2,2,2,,4,4,1,1,,,1,,,,,,,,,0,,1,1,1,,,3,3,2,2,1,6,1,1,6,,99,1,Mobile,1,1.107,,1.074,1
297861,01/04/2025,1,1,41,4,3,1,8,4,3,5,3,5,1,,,,,0,1,1,1,4,3,98,4,10,10,5,4,4,1,3,4,2,2,1,0,0,10,5,10,0,5,1,8,9,7,5,1,1,,,1,,,1,,,,,,1,,,,,,1,1,4,1,3,4,4,1,2,3,2,2,2,1,2,4,3,1,3,1,,1,,1,,1,,,,,0,,1,1,1,,,3,3,3,3,3,2,2,,,,1,2,,2,,0.123,0.14,8
297862,01/04/2025,1,1,40,4,3,1,6,3,3,5,3,3,4,,,,,0,1,1,98,4,4,1,4,10,10,5,3,3,2,2,98,4,4,3,0,0,0,0,5,5,5,4,94,94,4,5,1,,1,,1,1,1,1,1,,,,,,,,,,1,1,1,2,2,3,4,4,1,1,2,1,3,1,2,,4,4,1,4,1,1,1,1,1,,1,,,,,0,1,,,,,,3,3,3,3,2,4,5,,,,1,2,,2,,0.28,0.319,8
297865,01/04/2025,1,1,51,5,4,2,4,1,3,3,3,5,4,,,,,0,4,1,2,4,3,1,3,0,10,5,1,1,4,4,4,3,1,1,7,10,0,0,2,3,5,1,1,3,1,2,,1,,,1,1,1,,,,,,1,,,,,,,7,98,3,3,3,4,1,2,2,2,3,4,98,1,1,4,4,1,3,,,,,,,,,,,1,0,1,,,,,,4,4,1,2,4,3,5,,,,4,2,,2,,2.318,2.643,8
297867,01/04/2025,1,1,35,3,2,2,8,4,4,5,3,5,4,,,,,0,4,3,1,4,3,4,3,10,4,3,4,1,1,98,4,3,1,4,4,98,98,0,10,0,8,1,7,1,7,1,,,,,,,,,,,,,,,,,,,,5,98,4,4,4,3,1,1,1,2,4,2,2,2,,4,4,1,3,,,,1,1,,,,,,,5,1,,,,,,3,3,1,3,3,6,5,,,,3,2,,2,,0.319,0.364,8
297870,01/04/2025,1,1,40,4,3,2,5,2,4,4,2,5,3,4,3,1,4,2,3,3,3,3,3,3,3,8,6,1,,,,,,2,2,2,9,9,8,7,8,6,6,1,1,1,2,4,1,1,1,,1,,,1,,,,,1,1,,,,,,7,3,4,98,1,2,3,98,98,98,3,4,98,1,1,4,3,1,4,,,1,,1,,,1,,,,6,1,,,,,,4,4,3,3,3,4,1,3,4,,5,1,Mobile,1,1.239,,1.202,5
297871,01/04/2025,1,1,27,2,1,1,7,3,2,4,4,2,3,4,4,3,1,2,4,4,3,2,2,2,1,4,3,5,,,,,,4,1,3,6,8,4,3,8,9,3,1,97,10,5,3,1,,,,,,,,,,,,1,,1,,,,1,5,3,4,3,3,3,3,2,2,2,2,3,98,1,2,2,4,1,4,,,,,1,1,1,1,1,,,4,1,,,,,,3,2,2,2,3,2,1,1,2,2004,1,1,Mobile,1,0.897,,0.87,6
297872,01/04/2025,1,1,80,8,5,1,4,1,5,5,4,5,4,3,1,3,4,2,1,1,98,1,4,3,1,5,9,3,,,,,,3,1,1,0,4,5,2,10,5,6,1,2,2,5,5,1,1,1,,1,,,,,,,,1,1,,,,,,3,1,4,4,3,4,3,1,2,3,2,4,1,2,,4,4,1,4,,,1,,,,,1,,,,5,,1,1,,,,4,3,2,2,2,3,1,1,2,1950,4,1,PC,1,1.355,,1.314,4
297873,01/04/2025,1,1,55,5,4,2,8,4,5,4,3,3,2,98,3,4,1,2,2,1,98,3,3,4,3,10,10,5,,,,,,3,2,1,1,3,7,3,10,6,5,1,8,8,5,5,1,1,1,1,,,,,,,,1,1,1,,,,,,1,1,4,2,98,4,3,1,2,3,2,3,3,1,5,4,3,1,1,1,,1,,,,1,,,,,1,,1,1,,,,3,3,98,98,2,6,1,1,4,,4,1,Mobile,1,0.753,,0.73,3
297874,01/04/2025,1,1,,5,4,1,4,1,4,5,5,2,4,3,3,1,4,2,4,2,3,3,2,3,3,9,5,5,,,,,,3,2,1,4,9,7,7,10,10,7,1,7,3,4,4,,1,,,,,,,,,,,1,,,,,,,5,2,4,1,1,4,2,1,2,3,3,4,4,1,5,4,3,1,3,,,1,,,,,1,,,,7,,1,1,,,,4,3,3,3,2,5,1,3,5,,5,1,Mobile,1,0.993,,0.963,1
297875,01/04/2025,1,1,,5,4,1,9,5,2,4,5,5,3,,,,,2,1,1,3,2,4,2,3,10,1,5,3,2,2,3,2,3,2,2,0,0,7,4,5,0,6,4,94,94,7,4,1,,,,,,,,,,,,,,,1,,,,1,1,4,3,3,4,4,1,2,3,1,1,1,1,2,4,4,1,1,,1,,,,,,,,,,0,1,,,,,,3,3,2,2,4,1,2,,,,2,2,Mobile,1,,0.063,0.071,8
297877,01/04/2025,1,1,,6,5,2,4,1,4,3,2,3,4,2,2,1,3,2,3,1,3,2,3,4,3,4,10,1,,,,,,4,3,4,5,5,5,4,5,5,8,1,98,98,98,3,,1,,,,,,,,,,,1,,,,,,,10,3,98,98,98,98,98,98,98,98,98,3,3,1,3,4,4,98,3,,,1,,,,,1,,,,5,1,,,,,,98,98,98,98,2,4,1,3,5,,3,1,Mobile,1,1.424,,1.381,4
297878,01/04/2025,1,1,,2,1,1,8,4,5,5,3,5,3,4,3,4,2,2,4,4,1,2,4,4,3,9,7,2,,,,,,2,3,1,5,5,5,6,6,7,5,2,96,2,2,4,,,,,,,,,1,,,,,,,,,1,,1,2,2,2,2,2,1,1,1,2,1,3,2,1,5,4,3,1,2,,,,1,1,,,1,1,,,2,,1,,,,,4,3,2,3,2,6,1,1,7,,1,1,PC,1,0.892,,0.865,1
297879,02/04/2025,1,1,,2,1,2,8,4,2,5,1,2,4,4,1,3,2,2,4,3,2,2,2,3,2,7,7,3,,,,,,4,2,2,4,7,2,1,8,9,1,1,97,3,2,5,,1,1,,1,1,,,1,,,,1,1,,,,,,4,98,3,2,3,2,2,2,2,2,3,3,2,1,5,3,3,1,4,,,1,1,,1,,1,1,,,9,1,,,,,,3,4,3,3,3,3,1,1,4,,5,1,Mobile,1,1.174,,1.139,1
297880,02/04/2025,1,1,,6,5,1,4,1,3,5,3,4,3,3,3,1,4,2,2,1,3,3,1,2,4,10,8,2,,,,,,2,3,2,2,7,2,6,5,7,4,1,3,2,3,4,1,1,1,,1,1,,,,,,,,,,,,1,1,2,1,4,2,3,3,3,1,1,3,2,3,2,1,0,4,1,1,2,,,1,,,,,,,,,10,,1,,,,,4,4,2,3,2,4,1,2,5,,2,1,Mobile,1,1.851,,1.796,6
297881,02/04/2025,1,1,24,2,1,2,5,2,5,5,3,5,3,4,4,3,1,2,3,2,3,3,4,3,3,10,10,3,,,,,,4,3,2,0,6,5,3,10,6,6,1,98,8,5,2,1,,,,,,,,,,,1,1,,,,,,,1,2,2,98,98,3,2,1,1,2,2,3,1,1,2,3,3,1,2,,,1,1,1,,,1,,,,7,1,,,,,,3,3,2,3,2,6,1,2,4,,1,1,Mobile,1,1.089,,1.057,7
297883,02/04/2025,1,1,29,2,1,2,5,2,5,4,3,5,3,3,3,4,1,2,2,1,4,2,4,4,3,8,8,3,,,,,,3,2,3,1,7,7,3,9,8,6,1,97,94,4,2,1,1,,,,1,,,,,,1,1,1,,,,,,2,2,98,2,2,4,3,2,1,2,1,3,2,1,2,4,3,1,1,,,,,1,,,,,,,7,,1,1,,,,2,2,2,2,2,6,1,3,4,,4,1,Mobile,1,1.089,,1.057,4
297884,02/04/2025,1,1,,4,3,1,4,1,2,3,3,2,4,4,1,2,4,2,4,3,3,3,1,1,1,0,2,2,,,,,,3,3,2,4,5,4,5,5,5,3,1,97,2,3,4,,,1,1,,,,,,,,,,,1,,,,,6,5,4,2,1,3,1,2,3,1,4,2,1,1,1,4,2,2,1,,,,,,,,1,,,,10,,1,,,,,4,4,4,4,3,2,1,1,4,,3,1,PC,1,1.519,,1.473,1
297886,02/04/2025,1,1,27,2,1,1,2,1,1,5,3,5,4,4,1,3,2,2,4,3,3,4,1,1,1,7,0,1,,,,,,2,4,2,5,5,5,10,5,5,0,3,9,98,2,4,,,,,,,,1,,,,1,1,,1,,,,,1,5,2,4,2,4,1,1,1,1,2,4,2,2,,4,4,1,2,,,,,,,,1,,,,10,1,,,,,,4,2,98,3,4,2,1,2,4,,2,1,Mobile,1,1.119,,1.086,2
297889,02/04/2025,1,1,,6,5,2,9,5,1,4,3,98,4,4,4,3,2,2,4,3,2,3,1,1,1,5,1,1,,,,,,1,1,1,10,10,5,10,10,10,0,1,1,1,1,5,,1,,,,,,1,,,,,,,1,,,,,5,5,2,1,1,2,1,4,3,1,3,4,1,1,2,4,3,2,4,,,,1,,1,,1,,,,6,1,,,,,,4,4,4,4,4,3,1,1,4,,2,1,Mobile,1,0.975,,0.945,3
297890,02/04/2025,1,1,,5,4,1,8,4,5,4,4,2,2,4,1,3,4,2,2,1,2,3,4,4,3,10,8,5,,,,,,1,1,2,2,5,8,2,9,5,5,1,3,2,6,4,,1,,,,,,,,,,,1,,,,,,,5,1,4,1,1,4,3,1,3,4,3,4,4,1,5,4,3,1,4,,,1,,1,,1,1,,,,6,1,,,,,,4,4,4,4,2,5,1,3,4,,4,1,Mobile,1,0.772,,0.748,2
297892,02/04/2025,1,1,,6,5,2,5,2,5,5,4,5,3,4,3,4,1,2,3,1,4,3,3,4,3,6,8,3,,,,,,1,2,2,0,5,0,0,10,5,2,1,8,3,6,5,1,1,,,,,,,1,,,,1,,,,,,,1,1,3,3,2,3,2,1,1,3,1,3,2,1,1,4,3,1,3,,,1,,,,,,,,,5,1,,,,,,3,98,98,98,2,5,1,1,6,,3,1,Mobile,1,1.385,,1.343,7
297894,02/04/2025,1,1,30,3,2,1,8,4,5,4,2,4,2,2,3,1,4,2,2,1,3,3,4,4,4,6,5,5,,,,,,2,2,2,1,4,6,4,8,8,5,1,97,3,5,4,1,1,,,,,,,1,,,1,1,,,,,,,3,2,3,2,2,3,98,1,2,98,2,98,2,1,5,4,3,1,2,,,,,,,,,,,1,4,,1,,,,,3,3,2,98,1,5,1,1,6,,2,1,Mobile,1,0.849,,0.823,5
297896,02/04/2025,1,1,,7,5,1,8,4,5,4,3,2,4,4,3,1,4,2,3,1,2,2,2,3,3,10,5,3,,,,,,3,3,2,2,6,4,3,6,4,4,1,2,3,3,5,1,1,1,,,,,,,,,,1,1,,,,,,3,2,4,2,3,3,3,2,1,3,2,3,98,2,,4,3,1,2,,,1,,1,,,1,,,,5,,,1,,,,4,3,2,2,2,5,1,1,6,,4,1,Mobile,1,1.134,,1.1,5
297901,02/04/2025,1,1,36,3,2,2,9,5,5,4,3,4,4,4,1,3,4,2,4,3,3,3,3,4,2,7,5,3,,,,,,1,1,3,6,8,5,5,6,10,5,1,97,2,2,2,,,,,1,1,,,,,,,1,,1,,,,,3,3,3,4,98,2,3,2,2,2,3,3,2,1,5,4,2,1,4,,,,1,1,,,1,1,,,7,1,,,,,,4,3,4,3,2,5,1,2,5,,4,1,Mobile,1,0.694,,0.674,4
297902,02/04/2025,1,1,,3,2,2,8,4,5,4,1,5,3,3,3,1,2,2,2,1,4,3,2,4,3,10,10,3,,,,,,2,3,2,0,6,5,4,10,6,4,4,98,94,3,2,,1,1,,1,,,,1,,,,1,,,,,,,2,1,1,2,1,4,4,1,1,2,2,2,1,2,,4,4,1,2,1,,,,,,,,,,,4,1,,,,,,3,2,2,2,2,6,1,1,6,,5,1,Mobile,1,0.828,,0.804,2
297903,02/04/2025,1,1,,4,3,2,5,2,5,5,4,5,3,4,3,1,4,2,3,1,3,3,3,4,3,8,8,3,,,,,,4,2,2,5,8,2,2,9,7,3,1,97,1,2,4,1,1,,,,,,1,1,,,,1,1,1,,,,,3,3,3,2,2,4,3,1,2,3,2,4,3,2,,4,4,1,2,,,1,,,,,,,,,2,1,,,,,,3,3,3,2,2,5,1,2,5,,4,1,Mobile,1,1.151,,1.117,4
297906,02/04/2025,1,1,,7,5,2,7,3,5,3,2,5,4,3,2,1,3,2,4,3,3,3,3,3,1,10,10,1,,,,,,3,3,3,10,10,5,4,7,10,0,1,1,1,1,4,,1,,,,,,,,,,,,,1,,,,,10,5,3,2,3,2,2,3,3,1,4,4,1,1,3,4,4,1,3,,,,1,,,,,,,,5,1,,,,,,4,4,3,3,2,4,1,1,6,,2,1,Mobile,1,0.825,,0.8,4
297908,02/04/2025,1,1,25,2,1,1,5,2,3,4,3,3,4,4,3,2,4,2,3,3,4,3,3,4,4,7,10,4,,,,,,98,1,4,7,8,10,8,2,1,9,4,9,6,6,5,,,,,,1,1,,,,,,,,1,,,,,2,3,98,98,98,98,98,1,3,2,1,3,3,2,,3,3,2,3,,,1,,,,,,,,,2,,,1,,,,2,4,2,3,4,4,1,3,2,1999,2,1,Mobile,1,1.525,,1.479,2
297910,02/04/2025,1,1,,4,3,1,9,5,5,5,4,5,2,,,,,2,98,2,3,4,2,3,4,7,8,5,4,4,2,2,4,3,2,2,5,1,9,2,9,1,10,1,12,12,7,3,,,,,,,1,,,,,,1,,,,,,,5,2,3,2,2,4,4,2,3,4,1,2,4,2,,4,4,1,2,1,,,,,,,,,,,6,1,,,,,,3,3,3,3,2,2,2,,,,3,2,Mobile,1,,0.21,0.24,8
297932,02/04/2025,1,1,55,5,4,1,8,4,3,5,3,4,4,,,,,0,4,3,4,1,4,4,4,10,10,5,4,3,1,1,4,4,1,2,5,0,5,10,10,0,7,1,3,3,1,5,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,7,1,4,1,1,4,4,2,2,4,4,4,4,1,1,1,2,1,3,,,,1,1,,1,,,,,10,1,,,,,,4,3,4,4,2,6,2,,,,4,2,,2,,0.095,0.108,8
297942,02/04/2025,1,1,76,7,5,2,2,1,1,3,3,5,98,,,,,0,1,1,4,4,4,1,1,10,3,98,4,98,4,1,4,1,3,4,5,5,5,5,5,5,5,1,30,94,1,5,,1,,,,,,,,,,,,,,1,,,,1,98,4,1,1,4,4,1,2,3,98,1,1,2,,4,99,2,1,1,,1,,,,1,,,,,0,1,,,,,,3,1,3,3,4,2,2,,,,1,2,,2,,1.65,1.88,8
297957,02/04/2025,1,1,,2,1,2,5,2,3,5,2,5,4,4,1,2,3,2,4,3,98,3,1,1,98,10,5,2,,,,,,3,1,2,98,98,98,9,8,10,0,1,99,99,98,2,,,,,,1,,,,,,,,,,,,,1,1,98,98,98,98,98,98,1,1,1,2,4,1,1,2,99,3,1,1,,,,,,,,,,,1,7,,,,,,1,98,98,98,98,3,1,1,2,4,,1,1,Mobile,1,1.488,,1.443,2
297960,02/04/2025,1,1,39,3,2,2,7,3,4,5,3,5,4,,,,,2,4,2,3,4,4,4,4,10,10,5,4,4,4,1,2,3,1,3,1,1,1,1,4,1,5,1,97,11,98,4,1,,1,,,,,,,,,,,,,,,1,,2,1,2,1,1,4,4,1,2,2,1,2,1,1,5,4,4,1,1,,1,,,,,,,,,,1,1,,,,,,2,2,2,2,3,5,2,,,,1,2,Mobile,1,,0.728,0.83,8
297962,02/04/2025,1,1,,7,5,2,8,4,5,5,3,5,3,2,3,4,1,2,1,1,3,2,4,4,4,10,10,98,,,,,,1,2,2,0,1,7,0,10,3,5,1,99,99,5,4,1,,1,,,,,,,,,,,,,,,,1,2,2,2,2,4,4,98,1,1,3,1,2,2,1,5,4,2,1,2,1,,1,,,,1,,,,,6,,1,1,,,,3,3,2,2,1,6,1,1,6,,99,1,Mobile,1,1.107,,1.074,4
297963,02/04/2025,1,1,,5,4,1,7,3,5,5,5,5,4,4,3,4,1,2,1,1,3,4,4,4,4,10,10,5,,,,,,4,4,1,0,2,8,1,10,6,5,1,2,2,5,3,,,,1,,,,,,,,,,,,,,1,,2,1,4,1,1,4,4,1,1,3,2,4,3,1,5,4,4,1,2,1,,,,,,,,,,,0,1,,,,,,4,2,2,2,2,5,1,1,2,1975,4,1,Mobile,1,0.575,,0.558,4
297964,02/04/2025,1,1,,5,4,1,6,3,4,3,2,2,4,4,2,1,3,2,4,3,2,3,2,2,1,3,1,1,,,,,,3,2,2,9,9,4,5,5,9,3,1,1,1,1,4,1,1,,,1,,,,1,,,,,,1,,,,,9,5,3,3,3,98,2,3,1,1,2,2,1,1,2,3,3,2,4,,,,1,1,1,,,1,,,8,1,,,,,,3,4,3,4,2,5,1,1,4,,3,1,Mobile,1,0.619,,0.601,2
297966,02/04/2025,1,1,41,4,3,1,8,4,5,4,3,2,3,3,1,4,3,2,2,1,3,4,3,3,3,10,10,1,,,,,,3,1,2,1,5,5,5,5,5,5,1,7,3,3,3,1,1,,,,,,,1,,,1,1,,,,,,,3,2,4,1,1,2,2,1,2,3,2,3,1,2,,4,4,1,2,,,1,,1,,1,1,,,,10,1,,,,,,4,4,3,4,2,6,1,1,6,,3,1,Mobile,1,0.943,,0.914,6
297969,02/04/2025,1,1,65,6,5,2,8,4,3,5,4,5,1,,,,,0,1,4,3,4,3,98,4,10,3,5,3,3,3,98,2,1,1,1,0,0,10,0,98,0,5,1,11,94,7,4,1,1,,,,,,,,,,,,1,,,1,,,1,1,4,4,98,4,1,1,1,1,1,1,2,1,5,4,4,98,1,,,,,,,1,,,1,,0,1,,,,,,1,1,1,1,4,5,2,,,,1,2,,2,,0.267,0.304,8
297970,02/04/2025,1,1,,5,4,2,6,3,5,5,4,5,4,4,3,1,4,2,1,1,3,4,4,4,4,10,10,5,,,,,,1,1,1,0,5,5,0,10,5,5,1,2,2,5,5,1,,,,,,,,,,,,,1,,,,,,1,1,2,1,1,4,2,1,1,4,1,3,4,1,5,4,4,1,3,,,1,,,,,,,,,1,,1,,,,,3,2,1,3,2,5,1,2,4,,4,1,Mobile,1,0.561,,0.544,3
297971,02/04/2025,1,1,,6,5,1,3,1,2,4,4,1,4,4,2,3,1,2,4,3,2,4,1,1,1,10,0,1,,,,,,1,3,2,10,10,0,10,6,10,0,1,8,9,7,5,,,,,,,1,,,,,,1,,,,,,,10,1,4,4,2,98,2,4,4,1,4,4,1,1,1,4,4,2,5,,,,,,1,,1,,,,10,1,,,,,,4,4,4,4,2,5,1,1,6,,3,1,Mobile,1,1.827,,1.772,4
297973,02/04/2025,1,1,47,4,3,1,8,4,5,4,4,2,4,,,,,0,1,2,2,4,4,4,4,10,10,5,4,3,3,1,3,4,4,1,2,0,5,0,7,0,7,1,11,11,7,5,1,1,1,1,1,1,1,,,1,,1,1,1,1,,1,,,1,1,4,1,1,4,4,1,1,3,1,1,2,2,,4,3,1,1,,1,,,,,1,,,1,,0,1,,,,,,4,4,4,4,1,4,5,,,,2,2,,2,,0.318,0.362,8
297976,02/04/2025,1,1,,5,4,2,3,1,2,5,3,4,4,3,3,2,1,2,4,1,3,4,4,2,2,7,5,1,,,,,,4,4,2,5,5,5,6,4,5,3,4,5,5,2,3,,1,,,,,,,,,,,1,,,,,,,3,2,4,4,3,2,3,2,1,1,1,4,3,1,5,4,2,1,2,,,1,,,,,,,,,5,1,,,,,,4,4,3,4,3,4,1,3,5,,3,1,Mobile,1,1.213,,1.177,4
297977,02/04/2025,1,1,47,4,3,1,9,5,5,5,3,5,4,,,,,0,1,2,2,1,4,4,4,10,10,5,3,3,2,2,3,3,2,1,3,3,5,1,6,1,7,1,97,11,7,5,1,1,1,1,,,,1,,,,,1,,,,,,,2,1,2,2,3,3,3,1,1,2,1,1,2,1,5,4,4,1,1,,1,1,,,,1,,,,,0,,,1,1,,,2,3,3,2,2,5,2,,,,5,2,,2,,0.21,0.24,8
297978,02/04/2025,1,1,20,1,1,2,5,2,2,4,3,5,3,,,,,0,2,2,3,3,3,1,1,9,10,5,3,3,3,2,1,1,2,2,0,0,0,5,5,5,5,3,12,95,4,4,,,,,1,1,1,,,,,,,,,,,1,,1,4,3,2,2,3,3,2,3,3,2,1,1,1,5,4,4,1,3,,1,1,,,,,,,,,0,1,,,,,,3,4,2,3,4,4,2,,,,3,2,,2,,5.027,5.73,8
297979,02/04/2025,1,1,,6,5,2,9,5,5,5,5,5,3,3,3,4,1,2,2,1,3,3,4,4,4,8,10,5,,,,,,2,1,1,0,3,7,0,9,1,5,1,8,2,5,5,1,1,,,1,,,,1,1,,1,1,1,,,,,,1,1,4,4,4,4,3,1,1,3,1,3,1,1,4,4,3,1,1,1,,1,,,,1,,,,,5,,1,1,,,,4,2,1,1,1,6,1,2,6,,4,1,PC,1,0.928,,0.9,5
297981,02/04/2025,1,1,74,7,5,1,2,1,3,5,5,98,4,,,,,0,1,1,98,4,4,1,1,10,10,5,4,3,3,3,4,4,1,4,5,0,6,5,0,98,6,1,97,98,98,1,,,,,,,,,,,,,,,,,,,,10,1,4,98,1,4,98,98,1,1,1,98,4,99,,4,4,98,1,,1,,,,,1,,,,,0,1,,,,,,98,98,3,98,4,1,2,,,,1,2,,2,,0.796,0.907,8
297982,02/04/2025,1,1,20,1,1,2,5,2,3,4,3,5,98,,,,,0,98,1,2,4,3,3,98,10,6,5,3,3,2,2,3,4,3,1,3,3,5,5,6,5,7,3,97,95,6,3,1,1,,,,1,,,,,,,1,1,,,1,,,4,4,3,98,98,4,3,2,2,3,1,2,2,1,4,4,3,1,2,,1,1,,,,1,,,,,0,1,,,,,,3,2,2,98,2,5,2,,,,4,2,,2,,5.027,5.73,8
297983,02/04/2025,1,1,27,2,1,1,8,4,1,5,3,5,2,,,,,0,98,4,3,3,3,1,2,10,5,5,4,3,2,1,4,98,1,4,10,98,98,98,98,98,98,1,1,1,98,1,,,,,,,,,,,,,,,,,,,,5,3,4,4,4,4,1,3,2,2,2,2,3,2,,4,4,1,3,,,,,,,,,,,1,0,1,,,,,,3,3,3,3,4,1,2,,,,4,2,,2,,5.027,5.73,8
297984,02/04/2025,1,1,19,1,1,1,5,2,4,5,4,4,4,,,,,0,2,3,98,2,4,3,2,5,10,1,3,2,1,3,3,3,2,1,10,10,0,0,5,98,7,2,1,95,2,5,,1,,,,,,,,1,,,1,,,,,,,10,3,4,3,2,3,1,4,1,4,2,1,4,1,1,4,4,2,5,,,1,1,1,,1,,,,,6,1,,,,,,4,4,3,4,2,4,2,,,,4,2,,2,,5.027,5.73,8
297987,02/04/2025,1,1,,7,5,1,9,5,5,5,4,5,3,4,3,4,1,2,2,1,2,3,4,4,4,10,10,5,,,,,,1,1,3,0,5,8,3,10,5,5,1,2,2,5,5,,1,1,1,1,,,,,1,,1,1,,,,,,,3,1,4,4,1,4,3,1,1,3,2,4,1,2,,4,4,1,1,1,1,1,,1,,,1,,,,1,,1,1,,,,4,4,3,3,2,5,1,1,3,1974,5,1,Mobile,1,0.951,,0.922,6
297988,02/04/2025,1,1,62,6,5,2,5,2,4,5,4,5,2,,,,,0,2,1,4,3,4,1,98,10,0,5,3,2,2,2,3,2,3,3,5,0,8,0,10,6,10,1,97,11,7,2,,,,,,,1,,,,,,,,,,,1,,1,1,4,2,2,4,4,1,2,3,1,2,2,1,5,4,4,1,3,,,,,,,,,,,1,5,1,,,,,,98,3,3,3,1,4,5,,,,4,2,,2,,0.93,1.06,8
297990,02/04/2025,1,1,,3,2,2,3,1,3,5,5,3,2,,,,,2,2,2,98,4,4,3,98,10,10,5,4,4,4,98,3,4,1,4,98,98,98,98,98,98,98,2,98,98,98,1,,,,,,,,,,,,,,,,,,,,1,3,3,1,3,4,3,3,4,4,4,2,98,2,,4,4,1,1,,1,,,,,1,,,1,,0,1,,,,,,1,1,1,1,2,5,2,,,,1,2,Mobile,1,,5,5.7,8
297993,02/04/2025,1,1,,7,5,2,4,1,4,5,3,5,2,1,3,4,2,2,2,1,98,98,4,4,3,10,10,3,,,,,,3,2,1,0,5,10,5,8,0,3,1,8,3,7,4,,1,,,,,,,,,,,1,,,,,,,1,2,3,4,2,3,2,1,1,4,1,3,3,1,1,4,4,1,3,,,1,,1,,,,,,,10,,1,1,1,,,98,98,2,98,2,5,1,2,1,1957,1,1,Mobile,1,1.424,,1.381,5
297994,02/04/2025,1,1,,5,4,1,9,5,4,5,3,2,3,,,,,0,98,1,4,4,4,1,4,10,5,5,3,2,2,2,3,4,2,4,5,5,10,5,7,5,8,1,2,98,7,4,1,1,,,1,,,1,,,,,,,,,,1,,5,1,2,3,1,4,1,2,2,4,2,2,2,2,,4,4,1,4,,,1,1,1,,1,,,,,0,1,,,,,,3,4,4,4,2,4,2,,,,4,2,,2,,0.029,0.033,8
297995,02/04/2025,1,1,25,2,1,2,5,2,4,5,2,3,4,4,4,1,2,2,4,4,2,2,2,2,3,10,7,1,,,,,,2,4,3,4,8,2,5,5,8,2,3,97,94,2,3,,,,,,,,,1,,,,,,,,,1,,3,3,3,2,2,4,2,2,2,2,3,3,2,2,,4,4,1,2,,,,,,,,1,,,,9,1,,,,,,4,2,3,3,2,6,1,4,7,,3,1,Mobile,1,1.173,,1.138,6
297996,02/04/2025,1,1,44,4,3,2,5,2,3,5,5,5,98,,,,,0,98,4,98,3,3,2,3,2,5,5,4,4,3,3,3,4,3,4,5,5,5,5,5,5,5,3,98,94,3,1,,,,,,,,,,,,,,,,,,,,1,3,98,98,98,3,98,98,98,3,2,2,98,2,,4,4,98,98,,,,,,,,,,,1,0,1,,,,,,98,98,98,98,3,6,2,,,,3,2,,2,,2.662,3.035,8
297998,02/04/2025,1,1,,4,3,2,5,2,5,5,4,5,4,3,4,3,1,2,4,3,3,4,3,4,4,5,10,3,,,,,,3,3,2,4,3,5,0,6,1,0,1,7,7,4,5,,,,,,,,,1,,,,1,,,,,,,2,1,4,4,4,1,2,1,1,3,2,2,1,2,,4,3,1,3,,,,,1,,,,,,,10,1,,,,,,3,3,3,1,1,6,1,1,6,,1,1,Mobile,1,1.151,,1.117,3
298001,02/04/2025,1,1,,5,4,1,9,5,3,4,3,5,2,,,,,0,98,1,4,3,3,2,4,5,5,5,4,3,1,1,4,3,2,3,0,0,5,0,5,0,7,1,12,12,7,4,,1,,,1,,,,,,,,1,,,,,,,1,2,4,3,2,4,2,1,1,3,2,3,4,2,,4,3,1,2,,1,,,,,1,,,,,0,1,,,,,,4,4,4,3,3,2,2,,,,3,2,,2,,0.063,0.071,8
298002,02/04/2025,1,1,,6,5,1,4,1,4,5,3,2,4,3,3,4,1,2,4,4,3,4,4,1,2,10,10,1,,,,,,1,1,2,6,5,5,5,5,5,4,1,97,99,4,4,,1,,,,,,,,,,1,,1,,,,,,5,2,4,1,2,1,3,3,4,2,4,4,4,1,1,4,4,1,3,,,1,,1,,1,,,,,5,1,,,,,,4,2,3,2,2,2,1,2,4,,99,1,PC,1,1.459,,1.415,5
